MaxT,MinT,WindSpeed,Humidity ,Precipitation
33.4,23.6,2.3,66.6,0.0
32.0,24.3,2.2,69.0,0.0
33.3,23.9,2.2,69.4,0.0
33.1,23.9,2.5,67.9,0.0
33.4,22.6,2.2,68.7,0.0
33.2,21.8,2.8,65.0,0.0
32.3,23.1,2.4,72.2,0.0
31.4,24.3,2.6,76.2,0.0
31.1,24.9,3.0,83.2,0.0
29.7,24.6,2.7,81.0,0.0
30.3,24.3,2.7,88.4,7.4
30.6,25.0,3.1,80.0,0.0
32.2,26.2,2.5,88.8,0.0
32.6,24.8,3.2,91.3,0.0
29.9,24.9,3.8,81.7,0.0
32.0,25.4,2.5,78.4,0.0
33.2,26.4,2.9,79.6,0.0
33.5,25.6,2.6,78.1,0.0
33.1,25.1,2.4,86.1,0.0
33.3,25.6,2.6,82.2,0.0
31.6,24.8,2.1,77.6,7.4
30.9,25.0,1.5,83.6,0.0
31.2,24.8,2.2,77.4,14.8
31.1,24.7,1.8,73.2,7.1
31.2,24.3,1.7,71.7,6.0
31.2,23.8,2.0,74.4,0.0
30.7,24.2,2.0,75.7,0.0
31.1,23.3,1.7,74.7,0.0
31.0,22.1,2.0,76.2,0.0
30.8,21.2,2.0,69.4,0.0
30.7,20.8,2.4,64.6,0.0
30.2,19.7,2.3,71.1,0.0
29.9,19.0,1.9,67.9,0.0
29.5,18.7,2.0,67.3,0.0
30.2,19.1,2.1,73.0,0.0
30.5,20.4,2.0,67.2,0.0
29.8,20.2,1.7,72.7,0.0
30.3,20.4,1.9,75.6,0.0
30.3,20.4,2.2,70.7,0.0
30.3,20.0,1.9,72.1,0.0
30.2,20.3,2.1,71.3,0.0
30.5,21.0,2.4,71.7,0.0
30.4,20.7,2.2,70.6,0.0
30.7,20.6,2.2,71.6,0.0
30.2,21.1,2.4,71.3,0.0
30.1,21.3,2.3,80.5,0.0
30.4,21.2,2.7,75.7,0.0
30.7,20.3,2.5,76.9,0.0
30.5,21.1,2.6,76.3,0.0
28.9,21.9,2.6,75.4,0.0
28.6,21.3,3.2,81.7,0.0
30.6,20.9,2.4,73.6,0.0
30.6,22.3,2.8,79.6,0.0
30.5,22.4,2.8,77.3,3.2
30.0,22.9,3.1,77.0,2.1
29.6,21.5,2.7,73.2,0.0
29.3,20.6,2.4,65.4,0.0
29.1,19.6,2.9,68.1,0.0
29.4,17.6,2.1,70.3,0.0
29.2,17.2,2.0,72.3,0.0
29.5,18.0,2.3,72.5,0.0
29.1,18.5,2.8,70.4,0.0
29.2,19.6,2.7,75.8,0.0
29.6,20.4,2.0,80.3,0.0
30.0,21.3,1.6,78.7,0.0
29.7,20.5,2.5,74.2,0.0
28.7,20.8,2.3,70.1,0.0
29.4,18.8,2.0,71.4,0.0
29.8,18.5,2.2,61.6,0.0
30.1,19.7,2.0,68.0,0.0
29.7,19.3,2.6,72.6,0.0
29.1,19.5,2.4,65.8,0.0
28.8,20.3,2.2,75.3,0.0
27.5,22.7,2.3,84.8,0.0
29.7,23.3,2.5,73.2,0.0
31.0,24.1,2.5,71.1,0.0
31.9,23.8,1.9,72.6,0.0
30.9,24.1,1.8,84.9,0.0
30.9,24.6,2.7,78.8,0.0
29.5,24.1,2.8,71.8,0.0
29.6,22.5,2.5,71.7,0.0
29.7,21.6,2.1,72.2,0.0
29.6,21.3,2.1,74.7,0.0
30.0,20.1,2.2,69.1,0.0
30.1,19.2,2.1,65.2,0.0
29.9,18.1,2.3,61.0,0.0
29.8,17.8,2.0,62.9,0.0
29.4,17.9,2.1,59.6,0.0
28.4,18.3,1.9,73.0,0.0
29.8,18.8,2.2,71.1,0.0
30.2,19.5,2.2,66.0,0.0
30.3,20.2,2.2,64.0,0.0
30.1,20.7,2.7,69.0,0.0
30.1,20.5,2.8,70.5,0.0
30.1,19.9,2.6,63.5,0.0
30.3,19.2,2.2,63.2,0.0
30.1,19.2,2.3,62.9,0.0
30.2,19.6,2.8,63.2,0.0
30.8,19.5,2.9,61.2,0.0
30.7,19.7,2.9,60.8,0.0
30.4,19.6,2.5,65.7,0.0
30.6,21.0,2.4,67.1,0.0
30.7,21.1,2.5,67.1,0.0
31.4,18.9,2.0,64.0,0.0
31.6,18.6,2.4,61.8,0.0
30.5,18.7,2.7,77.1,0.0
30.9,20.1,3.3,73.0,0.0
31.1,20.5,2.8,61.6,0.0
31.2,20.7,2.8,56.2,0.0
32.2,21.1,2.4,67.2,0.0
32.3,21.4,3.1,65.5,0.0
31.9,22.8,2.8,71.3,0.0
32.8,22.3,2.4,77.5,0.0
33.6,22.6,2.5,70.7,0.0
33.1,22.8,2.6,63.3,0.0
32.4,23.4,2.4,65.6,0.0
32.7,24.2,2.1,68.4,0.0
33.1,23.6,2.4,69.4,0.0
33.9,24.2,2.1,67.8,0.0
33.2,24.0,2.6,70.2,0.0
34.2,24.4,2.5,70.9,0.0
33.5,24.5,2.3,61.9,0.0
33.8,22.9,2.5,55.1,0.0
34.1,22.4,2.1,54.1,0.0
34.3,23.0,2.1,50.3,0.0
34.3,23.0,2.2,53.6,0.0
35.0,23.5,2.3,56.3,0.0
33.9,23.3,2.4,50.3,0.0
34.8,24.0,2.2,52.7,0.0
35.3,24.6,2.6,54.5,0.0
35.5,25.9,3.0,56.9,0.0
35.0,25.8,1.9,50.5,0.0
33.7,25.4,2.9,54.6,0.0
33.5,25.9,2.7,57.8,0.0
33.6,25.1,2.6,61.4,0.0
33.8,24.9,2.6,63.1,0.0
35.1,25.1,2.1,59.5,2.6
34.6,26.0,2.6,59.3,2.6
36.1,25.1,2.2,57.0,0.0
35.0,25.2,2.0,55.4,0.0
34.6,24.7,2.3,59.3,0.0
33.8,24.5,2.4,59.3,0.0
36.2,24.0,2.2,49.3,0.0
35.8,24.1,2.4,55.6,0.0
36.6,23.4,2.3,52.4,0.0
36.6,24.4,2.4,52.5,0.0
35.3,24.2,2.4,51.9,0.0
34.4,25.6,2.7,61.9,0.0
34.8,25.8,2.5,61.6,0.0
34.3,25.3,2.5,54.3,0.0
34.9,24.9,2.9,60.3,0.0
35.7,26.6,2.9,58.6,0.0
35.5,26.7,2.7,60.6,0.0
36.0,27.5,3.2,62.2,0.0
36.3,28.6,2.9,49.6,0.0
37.2,28.0,3.3,50.1,0.0
37.3,27.0,2.9,55.2,0.0
36.6,27.0,2.6,59.7,0.0
36.6,27.3,2.3,61.6,0.0
37.1,26.9,2.0,63.2,0.0
37.4,26.7,3.2,58.8,0.0
36.8,27.2,2.8,54.0,0.0
36.4,27.0,2.2,63.4,0.0
37.2,27.2,2.3,58.8,0.0
37.5,27.4,3.1,51.3,0.0
37.3,27.9,1.6,57.0,0.0
36.7,28.2,2.8,58.7,0.0
37.3,29.1,3.2,60.9,0.0
37.0,29.0,2.7,60.3,0.0
37.5,28.4,3.1,62.0,0.0
36.6,28.2,2.5,53.1,0.0
37.0,26.9,3.0,59.3,0.0
37.6,28.0,2.9,58.2,0.0
37.3,28.6,3.3,47.0,0.0
37.9,29.4,3.4,52.2,0.0
37.1,26.6,3.5,51.3,13.7
37.1,27.2,3.1,44.5,0.0
37.1,28.8,3.2,49.9,0.0
38.0,27.4,3.1,50.5,0.0
37.0,27.9,3.0,45.1,0.0
37.5,27.8,3.4,60.0,0.0
37.2,27.1,3.0,63.0,0.0
37.4,27.5,3.1,59.4,0.0
36.0,28.0,3.4,59.7,0.0
36.3,28.1,2.9,63.1,0.0
35.7,28.3,2.4,56.4,0.0
37.3,27.2,2.6,59.1,0.0
37.1,28.0,3.0,58.3,0.0
36.9,27.1,2.7,57.8,5.0
37.1,27.6,2.6,52.3,0.0
37.1,28.5,3.0,50.0,0.0
37.0,27.7,3.3,63.4,0.0
37.8,28.7,2.7,57.2,0.0
39.2,29.3,3.2,46.5,0.0
39.7,29.2,2.9,52.0,0.0
39.3,29.9,2.8,48.5,0.0
38.5,30.2,2.7,51.7,0.0
38.5,29.9,3.0,48.1,0.0
38.6,29.5,3.2,52.7,0.0
38.0,29.0,3.0,59.0,0.0
38.4,29.5,2.7,53.6,0.0
38.2,29.1,2.6,54.7,0.0
37.6,28.9,2.6,59.2,19.3
30.1,26.2,3.1,71.5,33.8
29.7,26.2,3.1,67.5,33.8
29.1,25.8,2.4,65.4,21.9
33.0,25.9,3.6,63.7,5.2
35.2,28.0,4.2,60.3,11.0
39.3,28.7,4.6,50.3,0.0
40.4,30.5,5.4,58.2,0.0
41.7,30.9,6.4,48.6,0.0
41.5,30.6,4.9,49.1,0.0
41.8,30.5,4.7,48.5,0.0
40.3,30.8,4.2,49.5,0.0
40.6,31.1,4.7,45.7,0.0
41.2,30.4,4.2,47.7,0.0
41.8,30.7,4.2,50.5,0.0
42.0,30.6,4.4,51.6,0.0
42.2,30.8,3.9,45.4,0.0
37.2,30.2,4.1,50.2,0.0
35.5,28.2,4.5,51.2,7.8
41.3,29.6,5.2,56.3,0.0
43.1,30.7,4.8,48.2,0.0
38.7,28.5,4.6,48.0,0.0
35.3,28.1,2.4,66.8,12.5
35.7,27.6,2.9,51.9,0.0
35.2,27.9,2.9,70.0,10.5
32.0,26.8,3.1,61.1,19.1
33.2,26.6,3.0,55.7,12.9
33.7,26.8,4.4,62.3,12.9
34.8,26.7,5.3,68.5,4.3
35.1,26.5,5.0,79.4,7.9
34.7,28.1,4.9,77.4,5.5
33.5,26.2,4.2,78.7,0.0
30.8,26.5,3.2,72.9,21.8
31.7,25.6,3.4,82.6,16.4
33.1,27.0,3.9,81.9,4.8
34.6,28.1,4.6,73.1,0.0
34.9,29.0,4.3,74.1,6.7
30.2,27.0,4.6,74.2,11.5
34.7,27.0,4.3,66.6,0.0
37.1,28.0,3.8,70.4,5.1
36.9,28.4,4.1,76.1,0.0
37.6,28.9,4.1,74.5,0.0
37.2,28.0,3.9,70.8,0.0
36.2,26.1,3.8,74.8,25.7
31.4,26.5,4.0,79.8,8.1
29.8,25.6,5.0,80.6,12.1
32.8,27.1,4.3,74.9,8.1
31.1,26.2,4.3,76.5,4.0
29.9,24.8,4.0,76.4,24.3
29.6,24.7,3.4,83.3,0.0
27.8,25.2,3.5,80.4,41.7
30.3,24.4,3.2,90.8,0.0
33.4,26.1,3.5,80.1,0.0
34.0,26.8,3.2,79.5,13.9
32.6,28.2,3.8,76.3,0.0
29.2,25.8,3.1,84.1,28.9
33.9,26.6,4.1,77.8,8.4
34.9,28.1,4.0,76.2,0.0
33.9,28.1,3.5,77.8,0.0
30.7,26.7,3.5,77.0,17.0
32.2,26.1,3.2,84.8,0.0
33.9,26.9,3.6,85.6,0.0
34.6,27.6,3.7,78.8,11.4
33.3,26.7,4.2,85.8,11.4
29.6,25.6,4.3,85.3,18.8
32.1,26.2,4.7,85.8,6.3
33.2,26.6,4.2,82.5,6.3
26.9,25.2,5.0,79.1,43.8
27.3,24.7,5.9,82.4,37.5
31.5,26.0,5.6,80.1,0.0
31.9,26.4,4.6,77.9,0.0
29.5,25.9,4.1,83.6,15.5
29.8,25.8,4.2,79.6,7.7
30.8,25.7,4.8,82.8,7.7
32.5,25.6,5.1,81.6,7.7
33.7,26.8,5.2,78.8,0.0
32.9,27.8,5.2,76.6,4.8
31.4,27.1,5.2,80.4,12.9
29.7,26.2,4.7,76.9,21.0
29.3,25.7,4.5,78.8,9.7
30.2,25.6,5.5,83.8,0.0
32.8,25.1,4.1,77.8,0.0
34.2,26.3,3.3,81.1,0.0
34.3,26.9,3.4,75.5,8.6
35.3,27.7,3.4,75.9,0.0
34.4,28.2,3.2,77.0,0.0
34.5,27.7,2.7,80.0,15.2
30.0,26.1,2.9,86.5,42.4
33.0,26.7,2.7,84.6,9.2
33.2,27.4,1.7,82.3,21.2
34.1,27.4,2.2,79.0,6.0
33.6,27.0,2.4,77.6,18.0
32.5,26.7,3.5,86.4,6.0
34.4,27.4,2.7,81.2,24.0
32.7,26.6,1.9,86.0,17.7
33.7,27.2,1.7,89.4,0.0
34.7,25.7,2.4,80.9,0.0
35.0,27.2,3.1,81.4,0.0
33.7,26.8,2.3,86.3,0.0
32.8,26.1,2.7,89.2,13.7
30.4,26.3,2.0,83.3,34.6
32.3,26.6,2.9,82.7,17.4
32.7,27.1,2.9,85.3,11.5
30.6,25.9,3.5,88.4,31.7
28.1,24.9,4.5,90.4,25.9
32.6,24.8,5.0,86.2,5.8
33.4,27.1,4.7,77.4,10.8
33.1,27.5,4.2,82.0,0.0
29.9,25.8,4.1,85.2,40.1
30.4,24.9,4.5,82.2,0.0
29.1,25.7,4.8,85.5,0.0
30.7,25.9,4.4,86.1,9.6
28.2,25.8,4.3,86.3,22.9
30.3,25.4,4.5,82.6,6.5
33.1,26.7,3.9,82.2,0.0
32.6,25.7,3.3,82.1,6.5
33.6,25.8,3.0,80.5,5.0
32.7,25.8,2.8,79.5,11.7
33.2,25.7,2.4,80.7,8.3
32.4,25.7,2.6,85.9,8.3
31.8,25.6,3.0,83.6,23.3
32.0,26.2,3.3,86.6,4.8
30.2,25.1,3.4,84.7,26.1
31.6,25.9,3.2,88.4,6.8
32.6,25.7,2.8,75.6,9.7
33.4,26.5,2.7,81.7,3.9
33.9,26.7,1.1,76.3,0.0
33.9,26.2,1.3,80.1,0.0
34.3,27.1,1.5,81.6,0.0
33.5,26.9,1.6,81.9,12.5
34.5,26.5,1.6,81.3,6.2
34.2,26.3,1.7,83.4,0.0
34.1,26.9,2.4,78.5,10.8
34.3,26.7,2.4,78.5,0.0
34.4,26.4,1.8,76.5,10.8
33.7,26.1,2.2,73.1,0.0
30.9,25.4,2.4,79.5,21.1
32.3,25.8,1.4,82.7,15.0
33.2,25.9,2.1,82.9,0.0
34.1,26.2,1.5,80.8,10.6
32.7,26.3,1.8,81.6,40.6
29.6,25.2,2.4,84.4,49.0
29.4,26.1,2.8,81.1,31.6
34.0,25.9,2.2,76.8,0.0
33.9,26.9,2.0,79.3,0.0
34.6,27.1,2.4,70.5,0.0
34.3,26.3,2.5,75.4,13.1
34.7,25.3,2.3,69.9,0.0
35.5,25.1,2.0,71.3,0.0
35.0,24.2,2.5,63.1,0.0
30.3,24.9,3.1,65.9,19.6
30.1,24.6,4.1,77.1,0.0
31.6,25.5,3.5,74.0,0.0
32.0,26.1,3.0,86.5,17.5
33.3,25.6,2.2,83.2,0.0
33.4,25.6,1.5,81.6,0.0
34.1,26.0,2.0,80.4,0.0
34.3,26.8,2.2,83.2,0.0
34.3,25.5,2.3,79.1,28.1
31.8,25.4,1.6,78.6,39.7
29.6,25.1,2.2,76.9,23.2
30.5,24.6,2.2,77.4,16.7
32.8,24.5,2.7,69.3,0.0
31.2,24.3,3.0,77.7,8.4
29.2,23.5,2.3,78.2,37.6
26.3,23.6,2.6,88.9,50.2
25.0,23.1,3.1,81.1,46.0
25.6,23.0,2.7,82.9,27.4
27.0,23.3,2.6,84.8,31.3
30.4,24.4,2.4,86.3,0.0
31.2,24.8,2.1,82.7,0.0
31.3,24.3,1.8,78.7,13.7
30.4,23.5,2.2,73.3,9.2
28.0,23.5,3.6,82.2,18.3
30.6,25.4,4.2,79.1,0.0
30.8,24.9,2.6,84.2,0.0
31.8,25.2,1.8,81.7,9.2
31.8,25.0,1.6,79.3,0.0
31.3,24.7,1.7,81.2,4.4
32.5,24.7,1.6,78.8,5.3
31.3,25.1,1.6,79.0,5.3
30.9,24.3,2.0,80.2,0.0
29.8,24.3,2.4,81.6,6.5
29.8,24.4,2.9,81.8,0.0
31.4,24.5,2.5,84.0,0.0
32.2,24.5,1.8,81.9,0.0
32.3,24.4,1.6,80.7,0.0
32.8,24.8,1.9,77.9,0.0
32.3,24.1,2.3,76.7,0.0
31.7,23.9,2.3,74.8,0.0
31.7,25.1,1.9,78.2,0.0
31.4,24.7,2.0,75.2,0.0
30.9,22.2,2.1,79.1,0.0
30.8,22.0,2.1,81.4,2.7
32.0,22.8,2.2,78.7,0.0
31.9,23.2,2.0,78.9,4.3
31.4,23.1,1.9,76.4,0.0
30.7,23.4,1.7,79.7,0.0
30.4,24.0,2.3,81.5,0.0
30.3,22.7,2.4,78.7,0.0
29.3,21.6,2.2,74.2,5.2
26.5,22.7,2.9,69.1,15.6
24.2,20.6,3.3,69.1,13.0
23.7,21.5,2.8,84.5,20.9
25.9,22.9,2.6,86.4,2.8
27.4,23.1,2.3,85.5,0.0
30.1,22.1,1.3,77.9,0.0
29.7,22.7,1.2,75.7,0.0
31.1,22.9,2.1,73.0,0.0
30.5,23.6,1.4,78.4,0.0
30.4,23.0,1.4,81.5,0.0
29.0,22.5,1.8,78.0,0.0
27.9,20.5,1.7,75.9,0.0
28.1,19.6,1.4,73.4,0.0
28.5,16.7,2.0,68.3,0.0
27.9,16.9,2.7,71.7,0.0
28.3,17.8,2.4,60.9,0.0
28.4,16.5,1.8,67.5,0.0
28.9,15.9,1.2,60.4,0.0
29.0,17.1,1.6,59.5,0.0
28.8,18.1,1.7,69.6,0.0
29.0,18.2,1.6,66.9,0.0
28.9,18.4,2.1,64.8,0.0
28.4,18.4,2.1,69.1,0.0
28.4,18.5,2.3,73.6,0.0
28.0,19.3,2.0,70.9,0.0
28.7,19.4,2.1,74.2,0.0
29.2,19.0,2.2,77.1,0.0
29.9,20.5,2.2,68.6,0.0
29.3,20.7,2.2,68.8,0.0
28.7,22.0,2.9,71.7,0.0
28.0,21.0,2.4,79.3,0.0
27.7,19.7,2.6,71.0,0.0
27.9,17.3,2.6,59.6,0.0
27.9,16.7,1.9,69.7,0.0
28.8,18.1,1.7,63.9,0.0
30.4,18.8,1.4,69.5,0.0
30.4,19.6,2.1,62.3,0.0
28.9,18.3,1.8,59.9,0.0
29.4,16.8,1.8,60.5,0.0
29.2,17.2,1.8,63.7,0.0
30.2,17.5,1.9,64.1,0.0
29.4,17.7,2.2,69.2,0.0
30.5,17.8,1.6,68.8,0.0
30.6,19.4,1.6,59.5,0.0
30.3,18.7,1.4,58.4,0.0
30.7,19.6,1.3,64.8,0.0
29.7,19.8,1.9,69.0,0.0
29.7,19.9,2.0,64.5,0.0
29.5,20.5,1.9,64.3,0.0
29.6,19.7,2.3,68.4,0.0
30.1,19.2,2.4,68.1,0.0
29.9,19.0,2.1,69.0,0.0
30.4,19.4,2.4,72.2,0.0
31.2,19.1,2.6,70.4,0.0
31.1,19.5,2.3,66.8,0.0
30.8,21.1,2.5,66.3,0.0
30.2,21.2,2.4,69.9,0.0
30.9,19.7,2.7,72.4,0.0
31.8,19.8,2.3,67.0,0.0
30.6,20.6,2.4,61.8,0.0
30.2,21.2,2.5,57.5,0.0
30.5,20.3,1.8,67.0,0.0
30.6,20.2,2.2,61.9,0.0
30.8,20.0,1.9,64.9,0.0
30.6,20.3,2.3,62.8,0.0
31.8,19.6,2.1,62.5,0.0
32.1,19.1,2.1,61.7,0.0
32.5,19.5,2.4,55.6,0.0
32.3,18.7,2.4,62.6,0.0
32.6,20.2,2.1,56.7,0.0
33.3,19.8,2.0,61.1,0.0
33.1,19.6,2.2,63.6,0.0
32.0,19.7,2.6,56.7,0.0
31.1,20.7,2.0,70.6,0.0
31.9,21.9,1.8,65.8,0.0
31.9,23.2,2.2,63.2,0.0
32.1,24.1,2.9,72.6,1.4
31.8,24.5,2.9,78.8,0.0
31.2,22.8,2.9,80.1,4.7
30.5,22.6,2.8,71.9,0.0
30.2,22.8,2.6,74.9,0.0
30.5,23.0,2.5,72.2,0.0
30.5,22.6,2.2,74.8,0.0
30.7,22.8,2.3,78.6,0.0
31.2,23.0,2.8,70.1,0.0
31.2,22.0,2.9,67.6,0.0
31.9,23.2,2.7,63.1,0.0
32.5,22.3,2.4,60.7,0.0
32.8,21.8,2.4,60.8,0.0
33.6,21.6,2.5,52.9,0.0
33.9,21.4,2.6,61.5,0.0
35.8,21.1,2.7,60.5,0.0
36.9,22.8,2.1,52.3,0.0
35.3,24.3,2.1,45.9,0.0
34.5,23.8,2.8,42.0,0.0
33.6,24.5,2.6,49.5,0.0
32.9,23.3,2.4,53.6,0.0
33.6,23.4,2.6,64.1,0.0
33.2,24.0,2.5,56.8,0.0
33.1,24.2,2.4,57.8,0.0
33.2,23.4,2.4,50.3,0.0
32.9,23.3,2.7,49.4,0.0
33.6,23.1,2.8,58.1,0.0
33.2,22.6,2.4,53.5,0.0
33.3,23.6,2.4,54.5,0.0
33.1,22.6,2.5,57.8,0.0
35.0,23.4,2.4,61.4,0.0
34.4,24.4,2.4,56.1,0.0
33.6,25.0,2.5,60.0,0.0
33.1,24.7,2.8,64.1,0.0
32.9,24.5,3.2,69.8,0.0
34.0,24.3,2.2,69.5,0.0
34.6,24.3,2.3,54.9,0.0
34.5,24.2,2.4,49.0,0.0
34.5,25.1,2.3,56.0,0.0
34.6,25.6,2.8,58.9,0.0
35.5,24.8,2.7,49.6,0.0
35.6,25.5,2.6,43.1,0.0
34.8,25.9,2.4,48.0,0.0
34.6,26.9,2.8,53.8,0.0
34.6,26.9,3.0,58.9,0.0
33.9,26.4,2.7,61.8,0.0
34.2,26.0,3.2,66.6,0.0
34.2,25.6,3.0,69.4,0.0
33.9,24.8,2.7,69.2,0.0
33.5,25.4,2.3,64.5,0.0
34.2,24.6,2.9,62.6,0.0
34.5,24.8,2.4,68.5,0.0
35.1,25.1,2.4,64.9,0.0
35.4,25.8,2.3,59.5,0.0
34.9,26.6,2.8,60.5,0.0
35.1,26.4,2.8,66.9,0.0
35.4,27.1,2.5,67.4,0.0
35.5,26.7,2.4,64.3,0.0
36.2,26.6,2.5,61.1,0.0
35.9,26.7,2.9,57.2,0.0
34.9,26.7,2.5,71.6,0.0
35.0,27.5,2.7,77.4,4.9
28.4,24.1,2.9,79.3,16.1
32.4,24.7,2.2,75.2,0.0
32.7,25.6,2.1,66.4,0.0
33.9,26.3,2.3,72.6,0.0
34.6,26.6,2.4,69.3,0.0
34.5,26.1,2.2,65.1,0.0
34.7,26.1,2.2,74.9,0.0
34.6,26.6,2.8,61.6,6.2
35.1,27.2,2.5,66.2,6.2
35.4,27.0,2.1,63.4,0.0
36.5,26.4,2.5,66.1,0.0
37.7,28.1,3.3,53.6,0.0
38.6,28.5,3.2,44.5,0.0
39.0,28.9,3.3,45.3,0.0
37.6,28.7,3.1,43.7,0.0
36.9,29.4,3.8,48.9,0.0
40.1,29.3,3.4,42.2,0.0
38.1,29.2,4.2,44.1,0.0
40.2,28.5,3.1,45.8,0.0
39.7,28.8,2.9,45.2,0.0
39.9,28.4,2.9,45.8,0.0
37.1,28.8,3.1,47.9,0.0
38.0,29.0,3.2,48.3,0.0
37.0,28.5,3.2,51.8,0.0
37.3,28.2,2.5,68.2,0.0
35.4,28.7,2.4,63.7,0.0
35.8,28.0,2.2,67.7,0.0
36.6,29.0,3.3,62.3,0.0
35.5,26.9,3.8,60.1,18.7
37.0,26.3,4.1,55.7,0.0
40.0,28.8,4.3,55.7,0.0
40.1,29.4,3.7,51.7,0.0
38.3,29.3,3.0,55.4,0.0
37.2,27.7,3.6,61.4,0.0
38.3,27.5,3.1,66.6,0.0
38.8,28.1,3.0,56.3,0.0
36.5,25.8,3.5,61.9,28.7
39.7,27.9,3.4,55.0,19.2
37.7,28.7,4.2,54.9,0.0
38.3,28.7,4.5,59.3,0.0
33.6,27.4,3.5,64.6,11.1
36.9,28.0,3.6,60.3,0.0
36.6,28.2,3.2,69.1,0.0
38.4,29.3,4.0,68.6,0.0
38.3,28.8,4.0,69.9,0.0
38.6,28.4,4.0,68.5,9.9
33.8,26.3,3.5,71.3,19.7
35.1,27.3,3.8,60.2,0.0
35.5,27.4,4.5,66.8,9.9
34.6,25.7,5.1,72.0,0.0
35.7,25.8,5.3,68.0,0.0
37.5,27.4,5.4,62.9,2.9
33.4,28.8,5.8,58.6,9.9
34.3,26.1,5.8,67.4,4.0
34.2,27.2,6.4,73.7,4.0
35.5,28.4,6.7,63.2,0.0
36.6,28.3,6.5,72.2,0.0
37.0,29.1,7.1,58.0,3.8
37.5,29.6,6.7,57.0,2.8
37.1,27.6,6.5,63.0,0.0
36.0,27.1,6.6,63.5,0.0
36.9,28.0,5.7,65.2,0.0
37.5,28.8,4.9,65.6,0.0
38.5,29.4,5.5,72.1,0.0
35.6,28.2,5.7,74.0,15.1
34.0,27.3,5.5,72.1,0.0
34.9,26.3,5.0,66.2,0.0
35.8,27.0,5.5,71.2,5.4
36.5,28.1,5.9,65.1,0.0
37.9,28.5,4.6,62.8,0.0
37.4,27.6,3.4,64.6,4.1
31.9,26.0,4.0,69.8,18.9
34.7,26.7,4.3,78.4,6.8
33.7,26.8,3.8,72.4,11.5
29.4,25.9,3.6,83.1,4.7
30.5,24.9,3.7,78.6,10.9
32.2,25.5,3.7,78.9,15.0
33.5,26.8,4.1,74.5,15.0
35.9,27.3,5.3,71.3,0.0
36.8,27.9,5.3,68.6,0.0
37.0,28.5,5.3,68.6,0.0
33.2,27.6,4.6,74.8,25.8
28.7,25.5,5.4,73.3,31.7
32.1,26.0,5.7,73.7,0.0
33.7,27.0,5.3,77.8,0.0
33.5,27.7,4.8,75.9,5.0
32.6,26.9,4.9,74.0,13.7
32.8,27.0,5.3,70.3,10.3
34.6,26.8,5.7,76.3,3.4
33.8,26.9,5.4,81.1,6.8
32.1,25.4,5.7,81.6,21.3
33.3,26.1,5.2,77.8,10.7
34.8,26.1,4.5,78.8,0.0
35.1,26.6,3.6,77.1,0.0
32.3,26.6,2.3,77.2,7.8
32.2,25.8,2.4,80.1,7.4
34.2,26.6,3.3,81.0,0.0
34.3,26.6,3.6,77.0,14.8
33.3,25.9,4.1,73.6,33.0
33.3,25.5,4.0,76.7,0.0
33.6,26.6,5.0,78.1,0.0
33.1,27.3,5.0,74.8,4.4
33.3,27.3,4.3,75.8,22.6
30.3,25.8,4.6,84.1,22.6
32.5,26.0,4.9,82.2,0.0
34.6,26.8,4.5,77.5,9.0
34.0,27.2,4.3,82.3,13.2
34.0,28.1,4.9,78.6,4.7
34.4,27.4,4.5,82.3,0.0
33.5,27.2,4.3,83.5,16.3
34.8,27.8,3.9,80.8,0.0
35.5,28.0,4.8,75.9,13.6
35.2,28.4,4.9,76.9,0.0
33.8,25.6,4.0,79.7,16.6
33.9,27.2,3.8,79.4,0.0
34.7,27.2,3.3,74.7,0.0
33.7,26.5,2.9,77.2,6.8
31.7,25.9,3.0,78.4,7.6
32.0,25.5,3.1,81.3,10.0
31.4,25.2,2.4,83.0,3.8
30.3,25.5,2.1,82.9,2.5
31.3,26.2,1.9,83.2,16.9
29.9,26.1,1.9,78.8,25.4
31.7,26.3,2.6,85.0,15.3
30.4,25.9,2.7,81.9,8.5
29.1,25.5,3.6,81.0,11.9
30.9,25.8,4.5,82.0,7.0
30.1,25.1,4.9,82.8,0.0
31.4,25.6,5.0,73.9,0.0
31.7,26.2,4.4,71.6,9.8
30.0,26.1,4.4,79.2,0.0
30.9,26.2,3.6,80.3,23.7
31.8,26.0,4.3,79.5,16.4
33.0,26.3,4.2,83.6,5.5
32.8,26.9,4.4,79.9,16.4
33.6,27.5,3.9,76.9,0.0
30.5,27.2,4.6,78.2,18.7
32.7,27.0,4.3,78.6,4.3
33.5,27.1,4.9,79.2,0.0
34.5,26.7,4.2,80.9,0.0
33.8,27.4,3.9,80.6,0.0
34.5,26.8,3.5,77.0,2.1
34.8,26.7,3.6,76.0,6.2
35.1,27.0,3.1,76.8,8.8
30.9,25.8,2.9,76.2,23.8
32.8,25.8,2.4,82.7,0.0
31.7,26.1,2.7,78.4,3.6
33.3,26.5,3.9,83.8,3.5
33.3,27.5,4.0,81.7,7.0
34.1,27.4,3.8,78.4,0.0
34.8,27.4,3.3,79.7,0.0
33.3,26.5,3.1,81.6,7.0
33.8,26.6,3.5,72.9,0.0
35.3,27.2,3.4,74.3,0.0
35.4,27.2,3.7,72.9,0.0
34.2,26.5,3.8,74.2,0.0
35.3,26.7,3.1,73.2,0.0
